Date,Time,Round,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Line,Cover,H/A Cover,F/D Cover,Total Line,O/U,Total,Weather,Temp,H Streak,A Streak,Home 1H,Away 1H,1H Line,1H Total Line,H/A Win?,Winner,W Margin,Cov Margin,F/D Win,Fav,Dog,1H Cover,1H H/A Cover,1H F/D Cover,1H Total,1H Winner,1H H/A Winner,1H F/D Winner,Home 2H,Away 2H,2H Total,HSH,Venue,City,State,Country,Neutral Ven?
5/3/15,,1,BRI,SOU,6,36,2.43,1.66,2.5,SOU,AWAY,FAV,39.5,OVER,42,,,,,,,,,AWAY,SOU,30,27.5,FAV,SOU,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,36,42,2ND,,#N/A,#N/A,#N/A,
6/3/15,,1,PAR,MAN,42,12,1.99,1.94,1.5,PAR,HOME,DOG,40.5,OVER,54,,,,,,,,,HOME,PAR,30,31.5,DOG,MAN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,12,54,2ND,,#N/A,#N/A,#N/A,
7/3/15,,1,NQL,SYD,4,28,1.79,2.17,-2.5,SYD,AWAY,DOG,40.5,UNDER,32,,,,,,,,,AWAY,SYD,24,26.5,DOG,NQL,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,28,32,2ND,,#N/A,#N/A,#N/A,
7/3/15,,1,GLD,WST,18,19,2.58,1.50,5.5,GLD,HOME,DOG,42.5,UNDER,37,,,,,,,,,AWAY,WST,1,4.5,FAV,WST,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,19,37,2ND,,#N/A,#N/A,#N/A,
7/3/15,,1,NEW,WAR,24,14,1.59,2.17,-4.5,NEW,HOME,FAV,44.5,UNDER,38,,,,,,,,,HOME,NEW,10,5.5,FAV,NEW,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,14,38,2ND,,#N/A,#N/A,#N/A,
8/3/15,,1,CRO,CAN,20,24,1.41,3.06,-7.5,CAN,AWAY,DOG,42.0,OVER,44,,,,,,,,,AWAY,CAN,4,11.5,DOG,CRO,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,24,44,2ND,,#N/A,#N/A,#N/A,
8/3/15,,1,PEN,CBY,24,18,1.97,1.85,2.5,PEN,HOME,DOG,38.5,OVER,42,,,,,,,,,HOME,PEN,6,8.5,DOG,CBY,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,18,42,2ND,,#N/A,#N/A,#N/A,
9/3/15,,1,SGI,MEL,4,12,2.50,1.66,4.0,MEL,AWAY,FAV,39.5,UNDER,16,,,,,,,,,AWAY,MEL,8,4,FAV,MEL,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,12,16,2ND,,#N/A,#N/A,#N/A,
13/3/15,,2,CRO,BRI,2,10,1.97,1.93,2.5,BRI,AWAY,FAV,38.0,UNDER,12,,,,,,,,,AWAY,BRI,8,5.5,FAV,BRI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,2,10,12,2ND,,#N/A,#N/A,#N/A,
13/3/15,,2,CBY,PAR,32,12,1.71,2.29,-2.5,CBY,HOME,FAV,39.5,OVER,44,,,,,,,,,HOME,CBY,20,17.5,FAV,CBY,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,12,44,2ND,,#N/A,#N/A,#N/A,
14/3/15,,2,NQL,NEW,14,16,1.42,3.22,-8.5,NEW,AWAY,DOG,40.5,UNDER,30,,,,,,,,,AWAY,NEW,2,10.5,DOG,NQL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,16,30,2ND,,#N/A,#N/A,#N/A,
14/3/15,,2,MAN,MEL,24,22,2.52,1.66,4.0,MAN,HOME,DOG,38.5,OVER,46,,,,,,,,,HOME,MAN,2,6,DOG,MEL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
14/3/15,,2,PEN,GLD,40,0,1.23,4.41,-12.5,PEN,HOME,FAV,42.0,UNDER,40,,,,,,,,,HOME,PEN,40,27.5,FAV,PEN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,0,40,2ND,,#N/A,#N/A,#N/A,
15/3/15,,2,CAN,WAR,6,18,2.14,1.75,2.5,WAR,AWAY,FAV,44.5,UNDER,24,,,,,,,,,AWAY,WAR,12,9.5,FAV,WAR,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,18,24,2ND,,#N/A,#N/A,#N/A,
15/3/15,,2,SOU,SYD,34,26,1.72,2.14,-2.5,SOU,HOME,FAV,38.0,OVER,60,,,,,,,,,HOME,SOU,8,5.5,FAV,SOU,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,26,60,2ND,,#N/A,#N/A,#N/A,
16/3/15,,2,WST,SGI,22,4,1.52,2.56,-6.0,WST,HOME,FAV,40.0,UNDER,26,,,,,,,,,HOME,WST,18,12,FAV,WST,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,4,26,2ND,,#N/A,#N/A,#N/A,
20/3/15,,3,BRI,NQL,44,22,2.08,1.89,2.5,BRI,HOME,DOG,37.5,OVER,66,,,,,,,,,HOME,BRI,22,24.5,DOG,NQL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,44,22,66,2ND,,#N/A,#N/A,#N/A,
20/3/15,,3,MAN,CBY,12,16,2.53,1.57,5.5,MAN,HOME,DOG,37.5,UNDER,28,,,,,,,,,AWAY,CBY,4,1.5,FAV,CBY,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,16,28,2ND,,#N/A,#N/A,#N/A,
21/3/15,,3,MEL,CRO,36,18,1.30,3.63,-10.5,MEL,HOME,FAV,37.5,OVER,54,,,,,,,,,HOME,MEL,18,7.5,FAV,MEL,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,18,54,2ND,,#N/A,#N/A,#N/A,
21/3/15,,3,CAN,SGI,20,22,1.63,2.45,-4.5,SGI,AWAY,DOG,40.0,OVER,42,,,,,,,,,AWAY,SGI,2,6.5,DOG,CAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,22,42,2ND,,#N/A,#N/A,#N/A,
21/3/15,,3,WAR,PAR,29,16,1.48,3.09,-7.5,WAR,HOME,FAV,44.0,OVER,45,,,,,,,,,HOME,WAR,13,5.5,FAV,WAR,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,29,16,45,2ND,,#N/A,#N/A,#N/A,
22/3/15,,3,GLD,NEW,18,20,2.18,1.67,2.5,GLD,HOME,DOG,36.0,OVER,38,,,,,,,,,AWAY,NEW,2,0.5,FAV,NEW,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,20,38,2ND,,#N/A,#N/A,#N/A,
22/3/15,,3,SOU,WST,20,6,1.28,4.47,-11.5,SOU,HOME,FAV,44.5,UNDER,26,,,,,,,,,HOME,SOU,14,2.5,FAV,SOU,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,6,26,2ND,,#N/A,#N/A,#N/A,
23/3/15,,3,SYD,PEN,20,12,1.37,3.07,-7.5,SYD,HOME,FAV,38.5,UNDER,32,,,,,,,,,HOME,SYD,8,0.5,FAV,SYD,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,12,32,2ND,,#N/A,#N/A,#N/A,
27/3/15,,4,PAR,SOU,29,16,3.52,1.34,8.5,PAR,HOME,DOG,42.0,OVER,45,,,,,,,,,HOME,PAR,13,21.5,DOG,SOU,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,29,16,45,2ND,,#N/A,#N/A,#N/A,
27/3/15,,4,WST,CBY,24,25,2.94,1.34,6.5,WST,HOME,DOG,39.5,OVER,49,,,,,,,,,AWAY,CBY,1,5.5,FAV,CBY,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,25,49,2ND,,#N/A,#N/A,#N/A,
28/3/15,,4,SGI,MAN,12,4,2.70,1.59,5.5,SGI,HOME,DOG,39.5,UNDER,16,,,,,,,,,HOME,SGI,8,13.5,DOG,MAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,4,16,2ND,,#N/A,#N/A,#N/A,
28/3/15,,4,CRO,GLD,22,24,1.59,2.72,-4.0,GLD,AWAY,DOG,38.5,OVER,46,,,,,,,,,AWAY,GLD,2,6,DOG,CRO,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,24,46,2ND,,#N/A,#N/A,#N/A,
28/3/15,,4,NEW,PEN,26,14,1.85,2.00,-2.5,NEW,HOME,FAV,40.0,PUSH,40,,,,,,,,,HOME,NEW,12,9.5,FAV,NEW,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,14,40,2ND,,#N/A,#N/A,#N/A,
29/3/15,,4,SYD,CAN,34,6,1.18,5.70,-16.5,SYD,HOME,FAV,46.0,UNDER,40,,,,,,,,,HOME,SYD,28,11.5,FAV,SYD,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,6,40,2ND,,#N/A,#N/A,#N/A,
29/3/15,,4,WAR,BRI,16,24,1.75,2.21,-2.5,BRI,AWAY,DOG,41.0,UNDER,40,,,,,,,,,AWAY,BRI,8,10.5,DOG,WAR,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,24,40,2ND,,#N/A,#N/A,#N/A,
30/3/15,,4,NQL,MEL,18,17,1.78,2.09,-2.5,MEL,AWAY,DOG,39.5,UNDER,35,,,,,,,,,HOME,NQL,1,1.5,FAV,NQL,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,17,35,2ND,,#N/A,#N/A,#N/A,
3/4/15,,5,GLD,BRI,16,26,2.65,1.56,3.5,BRI,AWAY,FAV,36.5,OVER,42,,,,,,,,,AWAY,BRI,10,6.5,FAV,BRI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,26,42,2ND,,#N/A,#N/A,#N/A,
3/4/15,,5,CBY,SOU,17,18,2.22,1.64,2.5,CBY,HOME,DOG,36.0,UNDER,35,,,,,,,,,AWAY,SOU,1,1.5,FAV,SOU,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,17,18,35,2ND,,#N/A,#N/A,#N/A,
4/4/15,,5,NEW,SGI,0,13,1.36,3.14,-6.5,SGI,AWAY,DOG,34.0,UNDER,13,,,,,,,,,AWAY,SGI,13,19.5,DOG,NEW,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,0,13,13,2ND,,#N/A,#N/A,#N/A,
4/4/15,,5,MAN,CAN,16,29,1.80,2.33,-2.5,CAN,AWAY,DOG,37.5,OVER,45,,,,,,,,,AWAY,CAN,13,15.5,DOG,MAN,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,29,45,2ND,,#N/A,#N/A,#N/A,
5/4/15,,5,SYD,CRO,12,20,1.26,4.71,-12.0,CRO,AWAY,DOG,40.0,UNDER,32,,,,,,,,,AWAY,CRO,8,20,DOG,SYD,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,20,32,2ND,,#N/A,#N/A,#N/A,
6/4/15,,5,PEN,NQL,10,30,1.74,2.40,-3.5,NQL,AWAY,DOG,37.5,OVER,40,,,,,,,,,AWAY,NQL,20,23.5,DOG,PEN,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,30,40,2ND,,#N/A,#N/A,#N/A,
6/4/15,,5,MEL,WAR,30,14,1.52,2.97,-6.5,MEL,HOME,FAV,39.5,OVER,44,,,,,,,,,HOME,MEL,16,9.5,FAV,MEL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,14,44,2ND,,#N/A,#N/A,#N/A,
6/4/15,,5,PAR,WST,6,22,2.22,1.85,2.5,WST,AWAY,FAV,39.5,UNDER,28,,,,,,,,,AWAY,WST,16,13.5,FAV,WST,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,22,28,2ND,,#N/A,#N/A,#N/A,
10/4/15,,6,BRI,SYD,22,18,2.39,1.65,3.5,BRI,HOME,DOG,40.5,UNDER,40,,,,,,,,,HOME,BRI,4,7.5,DOG,SYD,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,18,40,2ND,,#N/A,#N/A,#N/A,
10/4/15,,6,CRO,NEW,22,6,1.81,2.11,-2.5,CRO,HOME,FAV,36.0,UNDER,28,,,,,,,,,HOME,CRO,16,13.5,FAV,CRO,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,6,28,2ND,,#N/A,#N/A,#N/A,
11/4/15,,6,PEN,MAN,22,12,1.41,2.93,-7.5,PEN,HOME,FAV,37.5,UNDER,34,,,,,,,,,HOME,PEN,10,2.5,FAV,PEN,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,12,34,2ND,,#N/A,#N/A,#N/A,
11/4/15,,6,WAR,WST,32,22,1.49,2.97,-7.5,WAR,HOME,FAV,40.5,OVER,54,,,,,,,,,HOME,WAR,10,2.5,FAV,WAR,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,22,54,2ND,,#N/A,#N/A,#N/A,
11/4/15,,6,PAR,GLD,16,38,1.51,3.02,-6.5,GLD,AWAY,DOG,42.5,OVER,54,,,,,,,,,AWAY,GLD,22,28.5,DOG,PAR,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,38,54,2ND,,#N/A,#N/A,#N/A,
12/4/15,,6,SGI,CBY,31,6,1.83,1.97,-2.5,SGI,HOME,FAV,37.5,UNDER,37,,,,,,,,,HOME,SGI,25,22.5,FAV,SGI,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,31,6,37,2ND,,#N/A,#N/A,#N/A,
12/4/15,,6,CAN,MEL,10,14,2.52,1.61,3.5,MEL,AWAY,FAV,42.5,UNDER,24,,,,,,,,,AWAY,MEL,4,0.5,FAV,MEL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,14,24,2ND,,#N/A,#N/A,#N/A,
13/4/15,,6,SOU,NQL,12,30,2.16,1.91,2.5,NQL,AWAY,FAV,40.0,OVER,42,,,,,,,,,AWAY,NQL,18,15.5,FAV,NQL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,30,42,2ND,,#N/A,#N/A,#N/A,
17/4/15,,7,CBY,MAN,28,16,1.59,2.27,-2.5,CBY,HOME,FAV,36.0,OVER,44,,,,,,,,,HOME,CBY,12,9.5,FAV,CBY,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,16,44,2ND,,#N/A,#N/A,#N/A,
17/4/15,,7,SGI,BRI,12,10,2.40,1.69,2.5,SGI,HOME,DOG,35.5,UNDER,22,,,,,,,,,HOME,SGI,2,4.5,DOG,BRI,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,10,22,2ND,,#N/A,#N/A,#N/A,
18/4/15,,7,MEL,SYD,17,16,2.29,1.71,3.5,MEL,HOME,DOG,33.5,UNDER,33,,,,,,,,,HOME,MEL,1,4.5,DOG,SYD,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,17,16,33,2ND,,#N/A,#N/A,#N/A,
18/4/15,,7,NQL,WAR,28,24,1.32,3.42,-9.5,WAR,AWAY,DOG,43.5,OVER,52,,,,,,,,,HOME,NQL,4,5.5,FAV,NQL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,24,52,2ND,,#N/A,#N/A,#N/A,
18/4/15,,7,GLD,PEN,32,6,1.67,2.19,-2.5,GLD,HOME,FAV,40.5,UNDER,38,,,,,,,,,HOME,GLD,26,23.5,FAV,GLD,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,6,38,2ND,,#N/A,#N/A,#N/A,
19/4/15,,7,NEW,PAR,22,28,1.50,2.74,-6.5,PAR,AWAY,DOG,42.5,OVER,50,,,,,,,,,AWAY,PAR,6,12.5,DOG,NEW,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,28,50,2ND,,#N/A,#N/A,#N/A,
19/4/15,,7,WST,CAN,22,30,1.29,3.32,-10.5,CAN,AWAY,DOG,42.5,OVER,52,,,,,,,,,AWAY,CAN,8,18.5,DOG,WST,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,30,52,2ND,,#N/A,#N/A,#N/A,
20/4/15,,7,CRO,SOU,18,10,2.80,1.49,6.0,CRO,HOME,DOG,31.5,UNDER,28,,,,,,,,,HOME,CRO,8,14,DOG,SOU,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,10,28,2ND,,#N/A,#N/A,#N/A,
24/4/15,,8,CBY,WST,14,38,1.75,2.22,-2.5,WST,AWAY,DOG,39.5,OVER,52,,,,,,,,,AWAY,WST,24,26.5,DOG,CBY,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,38,52,2ND,,#N/A,#N/A,#N/A,
25/4/15,,8,BRI,PAR,28,16,1.42,3.22,-8.0,BRI,HOME,FAV,43.5,OVER,44,,,,,,,,,HOME,BRI,12,4,FAV,BRI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,16,44,2ND,,#N/A,#N/A,#N/A,
25/4/15,,8,MEL,MAN,10,12,1.33,3.83,-9.5,MAN,AWAY,DOG,37.5,UNDER,22,,,,,,,,,AWAY,MAN,2,11.5,DOG,MEL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,12,22,2ND,,#N/A,#N/A,#N/A,
25/4/15,,8,SYD,SGI,12,14,1.43,2.95,-7.5,SGI,AWAY,DOG,33.0,UNDER,26,,,,,,,,,AWAY,SGI,2,9.5,DOG,SYD,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,14,26,2ND,,#N/A,#N/A,#N/A,
25/4/15,,8,NEW,NQL,26,26,2.40,1.60,3.5,NEW,HOME,DOG,42.5,OVER,52,,,,,,,,,DRAW,DRAW,0,3.5,#SPILL!,NQL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,26,52,2ND,,#N/A,#N/A,#N/A,
25/4/15,,8,WAR,GLD,28,32,1.37,3.48,-10.0,GLD,AWAY,DOG,45.5,OVER,60,,,,,,,,,AWAY,GLD,4,14,DOG,WAR,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,32,60,2ND,,#N/A,#N/A,#N/A,
26/4/15,,8,SOU,CAN,22,30,1.38,3.38,-8.0,CAN,AWAY,DOG,46.5,OVER,52,,,,,,,,,AWAY,CAN,8,16,DOG,SOU,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,30,52,2ND,,#N/A,#N/A,#N/A,
26/4/15,,8,PEN,CRO,26,18,2.52,1.73,3.5,PEN,HOME,DOG,38.0,OVER,44,,,,,,,,,HOME,PEN,8,11.5,DOG,CRO,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,18,44,2ND,,#N/A,#N/A,#N/A,
8/5/15,,9,BRI,PEN,8,5,1.32,3.43,-8.5,PEN,AWAY,DOG,40.5,UNDER,13,,,,,,,,,HOME,BRI,3,5.5,FAV,BRI,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,5,13,2ND,,#N/A,#N/A,#N/A,
8/5/15,,9,SYD,WST,36,4,1.38,3.27,-8.0,SYD,HOME,FAV,41.5,UNDER,40,,,,,,,,,HOME,SYD,32,24,FAV,SYD,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,4,40,2ND,,#N/A,#N/A,#N/A,
9/5/15,,9,NQL,CBY,23,16,1.38,3.12,-8.0,CBY,AWAY,DOG,40.5,UNDER,39,,,,,,,,,HOME,NQL,7,1,FAV,NQL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,16,39,2ND,,#N/A,#N/A,#N/A,
9/5/15,,9,CRO,WAR,16,20,1.74,1.98,-2.5,WAR,AWAY,DOG,40.5,UNDER,36,,,,,,,,,AWAY,WAR,4,6.5,DOG,CRO,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,20,36,2ND,,#N/A,#N/A,#N/A,
9/5/15,,9,CAN,GLD,56,16,1.67,2.45,-4.0,CAN,HOME,FAV,45.5,OVER,72,,,,,,,,,HOME,CAN,40,36,FAV,CAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,56,16,72,2ND,,#N/A,#N/A,#N/A,
10/5/15,,9,PAR,MEL,10,28,2.25,1.72,2.5,MEL,AWAY,FAV,41.5,UNDER,38,,,,,,,,,AWAY,MEL,18,15.5,FAV,MEL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,28,38,2ND,,#N/A,#N/A,#N/A,
10/5/15,,9,MAN,NEW,30,10,1.66,2.13,-2.5,MAN,HOME,FAV,41.5,UNDER,40,,,,,,,,,HOME,MAN,20,17.5,FAV,MAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,10,40,2ND,,#N/A,#N/A,#N/A,
11/5/15,,9,SOU,SGI,16,10,1.50,2.77,-6.5,SGI,AWAY,DOG,36.5,UNDER,26,,,,,,,,,HOME,SOU,6,0.5,FAV,SOU,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,10,26,2ND,,#N/A,#N/A,#N/A,
15/5/15,,10,CBY,SYD,10,24,2.71,1.56,4.5,SYD,AWAY,FAV,37.5,UNDER,34,,,,,,,,,AWAY,SYD,14,9.5,FAV,SYD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,24,34,2ND,,#N/A,#N/A,#N/A,
15/5/15,,10,NQL,BRI,31,20,1.59,2.32,-4.0,NQL,HOME,FAV,39.5,OVER,51,,,,,,,,,HOME,NQL,11,7,FAV,NQL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,31,20,51,2ND,,#N/A,#N/A,#N/A,
16/5/15,,10,MEL,SOU,16,12,1.43,2.78,-7.0,SOU,AWAY,DOG,38.0,UNDER,28,,,,,,,,,HOME,MEL,4,3,FAV,MEL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,12,28,2ND,,#N/A,#N/A,#N/A,
16/5/15,,10,GLD,CRO,22,23,1.71,2.26,-3.5,CRO,AWAY,DOG,39.5,OVER,45,,,,,,,,,AWAY,CRO,1,4.5,DOG,GLD,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,23,45,2ND,,#N/A,#N/A,#N/A,
16/5/15,,10,PAR,WAR,13,17,1.84,1.87,-2.5,WAR,AWAY,DOG,46.0,UNDER,30,,,,,,,,,AWAY,WAR,4,6.5,DOG,PAR,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,13,17,30,2ND,,#N/A,#N/A,#N/A,
17/5/15,,10,NEW,WST,22,12,1.72,2.13,-2.5,NEW,HOME,FAV,42.5,UNDER,34,,,,,,,,,HOME,NEW,10,7.5,FAV,NEW,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,12,34,2ND,,#N/A,#N/A,#N/A,
17/5/15,,10,SGI,CAN,32,18,1.47,2.64,-6.0,SGI,HOME,FAV,40.0,OVER,50,,,,,,,,,HOME,SGI,14,8,FAV,SGI,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,18,50,2ND,,#N/A,#N/A,#N/A,
18/5/15,,10,MAN,PEN,10,11,1.63,2.28,-3.5,PEN,AWAY,DOG,36.5,UNDER,21,,,,,,,,,AWAY,PEN,1,4.5,DOG,MAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,11,21,2ND,,#N/A,#N/A,#N/A,
22/5/15,,11,SOU,PAR,14,12,1.47,2.84,-6.0,PAR,AWAY,DOG,34.0,UNDER,26,,,,,,,,,HOME,SOU,2,4,FAV,SOU,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,12,26,2ND,,#N/A,#N/A,#N/A,
23/5/15,,11,WST,NQL,0,8,1.45,2.76,-6.5,NQL,AWAY,DOG,41.5,UNDER,8,,,,,,,,,AWAY,NQL,8,14.5,DOG,WST,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,0,8,8,2ND,,#N/A,#N/A,#N/A,
24/5/15,,11,CAN,CBY,34,41,1.47,2.84,-7.5,CBY,AWAY,DOG,42.5,OVER,75,,,,,,,,,AWAY,CBY,7,14.5,DOG,CAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,41,75,2ND,,#N/A,#N/A,#N/A,
25/5/15,,11,NEW,BRI,18,31,1.53,2.60,-5.5,BRI,AWAY,DOG,38.0,OVER,49,,,,,,,,,AWAY,BRI,13,18.5,DOG,NEW,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,31,49,2ND,,#N/A,#N/A,#N/A,
29/5/15,,12,PEN,PAR,20,26,1.40,3.20,-7.5,PAR,AWAY,DOG,40.5,OVER,46,,,,,,,,,AWAY,PAR,6,13.5,DOG,PEN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,26,46,2ND,,#N/A,#N/A,#N/A,
30/5/15,,12,NQL,MAN,18,14,1.20,4.26,-13.5,MAN,AWAY,DOG,42.0,UNDER,32,,,,,,,,,HOME,NQL,4,9.5,FAV,NQL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,14,32,2ND,,#N/A,#N/A,#N/A,
30/5/15,,12,CAN,BRI,12,24,1.68,2.14,-2.5,BRI,AWAY,DOG,44.0,UNDER,36,,,,,,,,,AWAY,BRI,12,14.5,DOG,CAN,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,24,36,2ND,,#N/A,#N/A,#N/A,
30/5/15,,12,GLD,SOU,16,22,2.80,1.53,6.0,PUSH,PUSH,PUSH,45.5,UNDER,38,,,,,,,,,AWAY,SOU,6,0,FAV,SOU,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,22,38,2ND,,#N/A,#N/A,#N/A,
31/5/15,,12,SGI,CRO,42,6,1.35,2.96,-8.0,SGI,HOME,FAV,36.5,OVER,48,,,,,,,,,HOME,SGI,36,28,FAV,SGI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,6,48,2ND,,#N/A,#N/A,#N/A,
31/5/15,,12,WAR,NEW,24,20,1.29,4.09,-12.0,NEW,AWAY,DOG,41.0,OVER,44,,,,,,,,,HOME,WAR,4,8,FAV,WAR,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,20,44,2ND,,#N/A,#N/A,#N/A,
1/6/15,,12,SYD,MEL,24,2,1.43,2.92,-7.5,SYD,HOME,FAV,36.5,UNDER,26,,,,,,,,,HOME,SYD,22,14.5,FAV,SYD,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,2,26,2ND,,#N/A,#N/A,#N/A,
