Date,Time,Round,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Line,Cover,H/A Cover,F/D Cover,Total Line,O/U,Total,Weather,Temp,H Streak,A Streak,Home 1H,Away 1H,1H Line,1H Total Line,H/A Win?,Winner,W Margin,Cov Margin,F/D Win,Fav,Dog,1H Cover,1H H/A Cover,1H F/D Cover,1H Total,1H Winner,1H H/A Winner,1H F/D Winner,Home 2H,Away 2H,2H Total,HSH,Venue,City,State,Country,Neutral Ven?
31/8/12,,26,NEW,SOU,6,18, 2.36 , 1.59 ,5.5,SOU,AWAY,FAV,,,24,,,,,,,,,AWAY,SOU,12,6.5,FAV,SOU,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,18,24,2ND,,#N/A,#N/A,#N/A,
1/9/12,,26,CBY,SYD,42,10, 1.16 , 5.12 ,-16.5,CBY,HOME,FAV,,,52,,,,,,,,,HOME,CBY,32,15.5,FAV,CBY,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,10,52,2ND,,#N/A,#N/A,#N/A,
1/9/12,,26,WST,MEL,6,26, 2.39 , 1.60 ,5.5,MEL,AWAY,FAV,,,32,,,,,,,,,AWAY,MEL,20,14.5,FAV,MEL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,26,32,2ND,,#N/A,#N/A,#N/A,
1/9/12,,26,GLD,MAN,16,24, 4.26 , 1.22 ,14.0,GLD,HOME,DOG,,,40,,,,,,,,,AWAY,MAN,8,6,FAV,MAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,24,40,2ND,,#N/A,#N/A,#N/A,
2/9/12,,26,PAR,SGI,8,29, 2.00 , 1.83 ,1.5,SGI,AWAY,FAV,,,37,,,,,,,,,AWAY,SGI,21,19.5,FAV,SGI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,29,37,2ND,,#N/A,#N/A,#N/A,
2/9/12,,26,CRO,NQL,22,36, 1.51 , 2.59 ,-6.0,NQL,AWAY,DOG,,,58,,,,,,,,,AWAY,NQL,14,20,DOG,CRO,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,36,58,2ND,,#N/A,#N/A,#N/A,
2/9/12,,26,WAR,CAN,22,42, 2.38 , 1.59 ,5.5,CAN,AWAY,FAV,,,64,,,,,,,,,AWAY,CAN,20,14.5,FAV,CAN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,42,64,2ND,,#N/A,#N/A,#N/A,
7/9/12,,F1,CBY,MAN,16,10, 2.09 , 1.77 ,2.5,CBY,HOME,DOG,,,26,,,,,,,,,HOME,CBY,6,8.5,DOG,MAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,10,26,2ND,,#N/A,#N/A,#N/A,
8/9/12,,F1,NQL,BRI,33,16, 1.41 , 2.92 ,-8.5,NQL,HOME,FAV,,,49,,,,,,,,,HOME,NQL,17,8.5,FAV,NQL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,33,16,49,2ND,,#N/A,#N/A,#N/A,
8/9/12,,F1,MEL,SOU,24,6, 1.62 , 2.33 ,-4.5,MEL,HOME,FAV,,,30,,,,,,,,,HOME,MEL,18,13.5,FAV,MEL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,6,30,2ND,,#N/A,#N/A,#N/A,
9/9/12,,F1,CAN,CRO,34,16, 1.64 , 2.28 ,-3.5,CAN,HOME,FAV,,,50,,,,,,,,,HOME,CAN,18,14.5,FAV,CAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,16,50,2ND,,#N/A,#N/A,#N/A,
14/9/12,,SF,MAN,NQL,22,12, 1.87 , 1.96 ,-1.5,MAN,HOME,FAV,,,34,,,,,,,,,HOME,MAN,10,8.5,FAV,MAN,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,12,34,2ND,,#N/A,#N/A,#N/A,
15/9/12,,SF,SOU,CAN,38,16, 1.40 , 2.99 ,-8.5,SOU,HOME,FAV,,,54,,,,,,,,,HOME,SOU,22,13.5,FAV,SOU,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,16,54,2ND,,#N/A,#N/A,#N/A,
21/9/12,,PF,MEL,MAN,40,12, 1.61 , 2.35 ,-4.5,MEL,HOME,FAV,,,52,,,,,,,,,HOME,MEL,28,23.5,FAV,MEL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,12,52,2ND,,#N/A,#N/A,#N/A,
22/9/12,,PF,CBY,SOU,32,8, 1.46 , 2.76 ,-6.5,CBY,HOME,FAV,,,40,,,,,,,,,HOME,CBY,24,17.5,FAV,CBY,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,8,40,2ND,,#N/A,#N/A,#N/A,
30/9/12,,GF,CBY,MEL,4,14, 2.07 , 1.79 ,2.0,MEL,AWAY,FAV,,,18,,,,,,,,,AWAY,MEL,10,8,FAV,MEL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,14,18,2ND,,#N/A,#N/A,#N/A,
7/3/13,,1,SYD,SOU,10,28,2.49,1.61,3.5,SOU,AWAY,FAV,42.5,UNDER,38,,,,,,,,,AWAY,SOU,18,14.5,FAV,SOU,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,28,38,2ND,,#N/A,#N/A,#N/A,
8/3/13,,1,BRI,MAN,14,22,1.54,2.44,-5.5,MAN,AWAY,DOG,36.5,UNDER,36,,,,,,,,,AWAY,MAN,8,13.5,DOG,BRI,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,22,36,2ND,,#N/A,#N/A,#N/A,
9/3/13,,1,CBY,NQL,12,24,2.32,1.78,2.5,NQL,AWAY,FAV,38.5,UNDER,36,,,,,,,,,AWAY,NQL,12,9.5,FAV,NQL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,24,36,2ND,,#N/A,#N/A,#N/A,
9/3/13,,1,PAR,WAR,40,10,1.91,2.07,-1.5,PAR,HOME,FAV,41.5,OVER,50,,,,,,,,,HOME,PAR,30,28.5,FAV,PAR,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,10,50,2ND,,#N/A,#N/A,#N/A,
10/3/13,,1,CRO,GLD,12,10,1.51,2.62,-6.5,GLD,AWAY,DOG,38.5,UNDER,22,,,,,,,,,HOME,CRO,2,4.5,FAV,CRO,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,10,22,2ND,,#N/A,#N/A,#N/A,
10/3/13,,1,MEL,SGI,30,10,1.23,4.20,-12.0,MEL,HOME,FAV,38.5,OVER,40,,,,,,,,,HOME,MEL,20,8,FAV,MEL,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,10,40,2ND,,#N/A,#N/A,#N/A,
10/3/13,,1,PEN,CAN,32,10,2.29,1.90,2.0,PEN,HOME,DOG,42.5,UNDER,42,,,,,,,,,HOME,PEN,22,24,DOG,CAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,10,42,2ND,,#N/A,#N/A,#N/A,
11/3/13,,1,NEW,WST,42,10,1.47,2.69,-6.5,NEW,HOME,FAV,38.5,OVER,52,,,,,,,,,HOME,NEW,32,25.5,FAV,NEW,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,10,52,2ND,,#N/A,#N/A,#N/A,
14/3/13,,2,PAR,CBY,16,20,2.20,1.64,3.0,CBY,AWAY,FAV,39.5,UNDER,36,,,,,,,,,AWAY,CBY,4,1,FAV,CBY,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,20,36,2ND,,#N/A,#N/A,#N/A,
15/3/13,,2,SGI,BRI,6,22,2.14,1.73,2.0,BRI,AWAY,FAV,35.5,UNDER,28,,,,,,,,,AWAY,BRI,16,14,FAV,BRI,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,22,28,2ND,,#N/A,#N/A,#N/A,
16/3/13,,2,NQL,MEL,10,32,1.88,1.98,-0.5,MEL,AWAY,DOG,38.5,OVER,42,,,,,,,,,AWAY,MEL,22,22.5,DOG,NQL,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,32,42,2ND,,#N/A,#N/A,#N/A,
16/3/13,,2,WAR,SYD,14,16,2.47,1.68,3.5,WAR,HOME,DOG,43.5,UNDER,30,,,,,,,,,AWAY,SYD,2,1.5,FAV,SYD,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,16,30,2ND,,#N/A,#N/A,#N/A,
17/3/13,,2,MAN,NEW,32,0,1.63,2.22,-3.5,MAN,HOME,FAV,37.5,UNDER,32,,,,,,,,,HOME,MAN,32,28.5,FAV,MAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,0,32,2ND,,#N/A,#N/A,#N/A,
17/3/13,,2,WST,PEN,28,18,1.65,2.21,-3.5,WST,HOME,FAV,43.5,OVER,46,,,,,,,,,HOME,WST,10,6.5,FAV,WST,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,18,46,2ND,,#N/A,#N/A,#N/A,
17/3/13,,2,GLD,CAN,36,0,1.47,2.83,-6.5,GLD,HOME,FAV,42.5,UNDER,36,,,,,,,,,HOME,GLD,36,29.5,FAV,GLD,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,0,36,2ND,,#N/A,#N/A,#N/A,
18/3/13,,2,SOU,CRO,14,12,1.27,3.63,-10.0,CRO,AWAY,DOG,40.0,UNDER,26,,,,,,,,,HOME,SOU,2,8,FAV,SOU,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,12,26,2ND,,#N/A,#N/A,#N/A,
21/3/13,,3,MEL,CBY,22,18,1.24,4.32,-10.5,CBY,AWAY,DOG,36.5,OVER,40,,,,,,,,,HOME,MEL,4,6.5,FAV,MEL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,18,40,2ND,,#N/A,#N/A,#N/A,
22/3/13,,3,WST,PAR,31,18,1.81,2.16,-2.0,WST,HOME,FAV,40.5,OVER,49,,,,,,,,,HOME,WST,13,11,FAV,WST,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,31,18,49,2ND,,#N/A,#N/A,#N/A,
23/3/13,,3,SYD,BRI,8,0,1.51,2.71,-6.0,SYD,HOME,FAV,38.5,UNDER,8,,,,,,,,,HOME,SYD,8,2,FAV,SYD,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,0,8,2ND,,#N/A,#N/A,#N/A,
23/3/13,,3,GLD,MAN,16,14,2.44,1.61,4.0,GLD,HOME,DOG,37.5,UNDER,30,,,,,,,,,HOME,GLD,2,6,DOG,MAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,14,30,2ND,,#N/A,#N/A,#N/A,
24/3/13,,3,CAN,SGI,30,17,1.78,2.35,-3.5,CAN,HOME,FAV,38.5,OVER,47,,,,,,,,,HOME,CAN,13,9.5,FAV,CAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,17,47,2ND,,#N/A,#N/A,#N/A,
24/3/13,,3,PEN,SOU,32,44,4.58,1.22,12.0,PUSH,PUSH,PUSH,43.5,OVER,76,,,,,,,,,AWAY,SOU,12,0,FAV,SOU,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,44,76,2ND,,#N/A,#N/A,#N/A,
24/3/13,,3,CRO,WAR,28,4,1.37,3.03,-8.0,CRO,HOME,FAV,39.5,UNDER,32,,,,,,,,,HOME,CRO,24,16,FAV,CRO,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,4,32,2ND,,#N/A,#N/A,#N/A,
25/3/13,,3,NEW,NQL,34,6,2.45,1.65,4.0,NEW,HOME,DOG,40.5,UNDER,40,,,,,,,,,HOME,NEW,28,32,DOG,NQL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,6,40,2ND,,#N/A,#N/A,#N/A,
28/3/13,,4,MAN,WST,26,0,1.36,3.15,-7.5,MAN,HOME,FAV,39.5,UNDER,26,,,,,,,,,HOME,MAN,26,18.5,FAV,MAN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,0,26,2ND,,#N/A,#N/A,#N/A,
29/3/13,,4,BRI,MEL,26,32,3.81,1.36,8.5,BRI,HOME,DOG,36.5,OVER,58,,,,,,,,,AWAY,MEL,6,2.5,FAV,MEL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,32,58,2ND,,#N/A,#N/A,#N/A,
29/3/13,,4,CBY,SOU,12,17,2.00,1.83,1.5,SOU,AWAY,FAV,40.5,UNDER,29,,,,,,,,,AWAY,SOU,5,3.5,FAV,SOU,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,17,29,2ND,,#N/A,#N/A,#N/A,
30/3/13,,4,CRO,SGI,12,25,1.33,3.37,-8.5,SGI,AWAY,DOG,35.5,OVER,37,,,,,,,,,AWAY,SGI,13,21.5,DOG,CRO,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,25,37,2ND,,#N/A,#N/A,#N/A,
31/3/13,,4,NEW,CAN,28,12,1.34,3.12,-8.5,NEW,HOME,FAV,42.5,UNDER,40,,,,,,,,,HOME,NEW,16,7.5,FAV,NEW,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,12,40,2ND,,#N/A,#N/A,#N/A,
31/3/13,,4,PEN,GLD,10,28,2.26,1.65,2.5,GLD,AWAY,FAV,42.5,UNDER,38,,,,,,,,,AWAY,GLD,18,15.5,FAV,GLD,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,28,38,2ND,,#N/A,#N/A,#N/A,
1/4/13,,4,SYD,PAR,50,0,1.36,3.13,-8.0,SYD,HOME,FAV,41.5,OVER,50,,,,,,,,,HOME,SYD,50,42,FAV,SYD,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,50,0,50,2ND,,#N/A,#N/A,#N/A,
1/4/13,,4,WAR,NQL,20,18,2.78,1.45,6.0,WAR,HOME,DOG,41.5,UNDER,38,,,,,,,,,HOME,WAR,2,8,DOG,NQL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,18,38,2ND,,#N/A,#N/A,#N/A,
5/4/13,,5,GLD,BRI,12,32,1.57,2.41,-5.5,BRI,AWAY,DOG,34.5,OVER,44,,,,,,,,,AWAY,BRI,20,25.5,DOG,GLD,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,32,44,2ND,,#N/A,#N/A,#N/A,
5/4/13,,5,CBY,MAN,6,20,2.05,1.80,1.5,MAN,AWAY,FAV,34.5,UNDER,26,,,,,,,,,AWAY,MAN,14,12.5,FAV,MAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,20,26,2ND,,#N/A,#N/A,#N/A,
6/4/13,,5,NQL,PEN,30,0,1.22,4.44,-12.0,NQL,HOME,FAV,44.0,UNDER,30,,,,,,,,,HOME,NQL,30,18,FAV,NQL,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,0,30,2ND,,#N/A,#N/A,#N/A,
6/4/13,,5,PAR,CRO,13,6,2.40,1.55,5.5,PAR,HOME,DOG,38.5,UNDER,19,,,,,,,,,HOME,PAR,7,12.5,DOG,CRO,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,13,6,19,2ND,,#N/A,#N/A,#N/A,
7/4/13,,5,CAN,SYD,24,22,3.49,1.46,6.0,CAN,HOME,DOG,40.5,OVER,46,,,,,,,,,HOME,CAN,2,8,DOG,SYD,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
7/4/13,,5,SGI,NEW,19,16,2.23,1.66,3.0,SGI,HOME,DOG,37.5,UNDER,35,,,,,,,,,HOME,SGI,3,6,DOG,NEW,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,16,35,2ND,,#N/A,#N/A,#N/A,
7/4/13,,5,WAR,SOU,22,24,3.77,1.36,8.0,WAR,HOME,DOG,44.5,OVER,46,,,,,,,,,AWAY,SOU,2,6,FAV,SOU,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,24,46,2ND,,#N/A,#N/A,#N/A,
8/4/13,,5,MEL,WST,26,12,1.14,5.37,-14.0,PUSH,PUSH,PUSH,42.5,UNDER,38,,,,,,,,,HOME,MEL,14,0,FAV,MEL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,12,38,2ND,,#N/A,#N/A,#N/A,
12/4/13,,6,BRI,NQL,12,10,1.70,2.07,-3.5,NQL,AWAY,DOG,38.0,UNDER,22,,,,,,,,,HOME,BRI,2,1.5,FAV,BRI,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,10,22,2ND,,#N/A,#N/A,#N/A,
12/4/13,,6,SYD,CBY,38,0,1.65,2.32,-3.5,SYD,HOME,FAV,36.5,OVER,38,,,,,,,,,HOME,SYD,38,34.5,FAV,SYD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,0,38,2ND,,#N/A,#N/A,#N/A,
13/4/13,,6,CAN,WAR,20,16,1.56,2.69,-5.5,WAR,AWAY,DOG,43.5,UNDER,36,,,,,,,,,HOME,CAN,4,1.5,FAV,CAN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,16,36,2ND,,#N/A,#N/A,#N/A,
13/4/13,,6,SOU,MEL,10,17,1.90,2.00,2.0,MEL,AWAY,FAV,36.5,UNDER,27,,,,,,,,,AWAY,MEL,7,5,FAV,MEL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,17,27,2ND,,#N/A,#N/A,#N/A,
13/4/13,,6,NEW,PEN,8,6,1.17,5.23,-13.5,PEN,AWAY,DOG,42.5,UNDER,14,,,,,,,,,HOME,NEW,2,11.5,FAV,NEW,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,6,14,2ND,,#N/A,#N/A,#N/A,
14/4/13,,6,GLD,PAR,28,22,1.58,2.32,-3.5,GLD,HOME,FAV,38.5,OVER,50,,,,,,,,,HOME,GLD,6,2.5,FAV,GLD,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,22,50,2ND,,#N/A,#N/A,#N/A,
14/4/13,,6,WST,SGI,12,13,2.52,1.55,4.5,WST,HOME,DOG,38.5,UNDER,25,,,,,,,,,AWAY,SGI,1,3.5,FAV,SGI,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,13,25,2ND,,#N/A,#N/A,#N/A,
14/4/13,,6,MAN,CRO,25,18,1.19,4.66,-12.5,CRO,AWAY,DOG,36.5,OVER,43,,,,,,,,,HOME,MAN,7,5.5,FAV,MAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,25,18,43,2ND,,#N/A,#N/A,#N/A,
25/4/13,,7,MEL,WAR,28,18,1.15,5.34,-14.5,WAR,AWAY,DOG,40.5,OVER,46,,,,,,,,,HOME,MEL,10,4.5,FAV,MEL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,18,46,2ND,,#N/A,#N/A,#N/A,
25/4/13,,7,SYD,SGI,34,10,1.29,3.43,-10.0,SYD,HOME,FAV,36.5,OVER,44,,,,,,,,,HOME,SYD,24,14,FAV,SYD,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,10,44,2ND,,#N/A,#N/A,#N/A,
26/4/13,,7,MAN,SOU,12,20,1.61,2.33,-4.0,SOU,AWAY,DOG,36.5,UNDER,32,,,,,,,,,AWAY,SOU,8,12,DOG,MAN,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,20,32,2ND,,#N/A,#N/A,#N/A,
27/4/13,,7,WST,BRI,10,20,2.97,1.47,6.0,BRI,AWAY,FAV,38.5,UNDER,30,,,,,,,,,AWAY,BRI,10,4,FAV,BRI,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,20,30,2ND,,#N/A,#N/A,#N/A,
27/4/13,,7,NQL,CAN,30,12,1.28,3.92,-10.5,NQL,HOME,FAV,43.5,UNDER,42,,,,,,,,,HOME,NQL,18,7.5,FAV,NQL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,12,42,2ND,,#N/A,#N/A,#N/A,
28/4/13,,7,CRO,CBY,8,24,2.12,1.80,2.0,CBY,AWAY,FAV,38.5,UNDER,32,,,,,,,,,AWAY,CBY,16,14,FAV,CBY,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,24,32,2ND,,#N/A,#N/A,#N/A,
28/4/13,,7,GLD,NEW,6,30,1.64,2.31,-4.0,NEW,AWAY,DOG,39.5,UNDER,36,,,,,,,,,AWAY,NEW,24,28,DOG,GLD,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,30,36,2ND,,#N/A,#N/A,#N/A,
29/4/13,,7,PEN,PAR,44,12,2.44,1.69,2.0,PEN,HOME,DOG,42.5,OVER,56,,,,,,,,,HOME,PEN,32,34,DOG,PAR,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,44,12,56,2ND,,#N/A,#N/A,#N/A,
3/5/13,,8,BRI,SOU,12,26,2.84,1.47,6.0,SOU,AWAY,FAV,36.5,OVER,38,,,,,,,,,AWAY,SOU,14,8,FAV,SOU,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,26,38,2ND,,#N/A,#N/A,#N/A,
3/5/13,,8,CBY,WST,40,4,1.21,5.00,-13.5,CBY,HOME,FAV,40.5,OVER,44,,,,,,,,,HOME,CBY,36,22.5,FAV,CBY,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,4,44,2ND,,#N/A,#N/A,#N/A,
4/5/13,,8,PAR,NQL,10,14,2.86,1.41,6.5,PAR,HOME,DOG,44.5,UNDER,24,,,,,,,,,AWAY,NQL,4,2.5,FAV,NQL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,14,24,2ND,,#N/A,#N/A,#N/A,
4/5/13,,8,MEL,CAN,20,24,1.15,5.76,-15.5,CAN,AWAY,DOG,43.5,OVER,44,,,,,,,,,AWAY,CAN,4,19.5,DOG,MEL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,24,44,2ND,,#N/A,#N/A,#N/A,
5/5/13,,8,SYD,PEN,30,6,1.12,5.97,-16.5,SYD,HOME,FAV,44.5,UNDER,36,,,,,,,,,HOME,SYD,24,7.5,FAV,SYD,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,6,36,2ND,,#N/A,#N/A,#N/A,
5/5/13,,8,NEW,CRO,20,21,1.36,3.48,-8.5,CRO,AWAY,DOG,36.5,OVER,41,,,,,,,,,AWAY,CRO,1,9.5,DOG,NEW,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,21,41,2ND,,#N/A,#N/A,#N/A,
5/5/13,,8,WAR,GLD,25,24,1.50,2.68,-6.5,GLD,AWAY,DOG,38.5,OVER,49,,,,,,,,,HOME,WAR,1,5.5,FAV,WAR,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,25,24,49,2ND,,#N/A,#N/A,#N/A,
6/5/13,,8,SGI,MAN,18,24,2.67,1.49,5.5,MAN,AWAY,FAV,35.5,OVER,42,,,,,,,,,AWAY,MAN,6,0.5,FAV,MAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,24,42,2ND,,#N/A,#N/A,#N/A,
10/5/13,,9,SOU,NQL,28,10,1.26,3.67,-10.0,SOU,HOME,FAV,38.5,UNDER,38,,,,,,,,,HOME,SOU,18,8,FAV,SOU,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,10,38,2ND,,#N/A,#N/A,#N/A,
10/5/13,,9,WST,CRO,6,30,2.83,1.49,6.0,CRO,AWAY,FAV,38.5,UNDER,36,,,,,,,,,AWAY,CRO,24,18,FAV,CRO,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,30,36,2ND,,#N/A,#N/A,#N/A,
11/5/13,,9,PAR,BRI,19,18,3.14,1.47,6.5,PAR,HOME,DOG,37.5,UNDER,37,,,,,,,,,HOME,PAR,1,7.5,DOG,BRI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,18,37,2ND,,#N/A,#N/A,#N/A,
11/5/13,,9,WAR,CBY,16,24,2.71,1.54,4.5,CBY,AWAY,FAV,41.5,UNDER,40,,,,,,,,,AWAY,CBY,8,3.5,FAV,CBY,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,24,40,2ND,,#N/A,#N/A,#N/A,
12/5/13,,9,PEN,MEL,12,10,6.34,1.15,14.0,PEN,HOME,DOG,42.5,UNDER,22,,,,,,,,,HOME,PEN,2,16,DOG,MEL,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,10,22,2ND,,#N/A,#N/A,#N/A,
12/5/13,,9,GLD,SGI,15,14,1.45,2.67,-6.0,SGI,AWAY,DOG,38.5,UNDER,29,,,,,,,,,HOME,GLD,1,5,FAV,GLD,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,15,14,29,2ND,,#N/A,#N/A,#N/A,
12/5/13,,9,CAN,NEW,44,14,1.59,2.40,-4.5,CAN,HOME,FAV,43.5,OVER,58,,,,,,,,,HOME,CAN,30,25.5,FAV,CAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,44,14,58,2ND,,#N/A,#N/A,#N/A,
13/5/13,,9,MAN,SYD,4,16,2.20,1.75,2.0,SYD,AWAY,FAV,34.5,UNDER,20,,,,,,,,,AWAY,SYD,12,10,FAV,SYD,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,16,20,2ND,,#N/A,#N/A,#N/A,
17/5/13,,10,BRI,GLD,32,6,1.95,2.17,-2.0,BRI,HOME,FAV,36.5,OVER,38,,,,,,,,,HOME,BRI,26,24,FAV,BRI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,6,38,2ND,,#N/A,#N/A,#N/A,
17/5/13,,10,SOU,WST,54,10,1.08,8.63,-22.0,SOU,HOME,FAV,43.5,OVER,64,,,,,,,,,HOME,SOU,44,22,FAV,SOU,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,54,10,64,2ND,,#N/A,#N/A,#N/A,
18/5/13,,10,NQL,SYD,8,12,2.11,1.78,1.5,SYD,AWAY,FAV,38.5,UNDER,20,,,,,,,,,AWAY,SYD,4,2.5,FAV,SYD,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,12,20,2ND,,#N/A,#N/A,#N/A,
18/5/13,,10,PEN,WAR,62,6,1.83,2.13,-2.5,PEN,HOME,FAV,41.5,OVER,68,,,,,,,,,HOME,PEN,56,53.5,FAV,PEN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,62,6,68,2ND,,#N/A,#N/A,#N/A,
